profile_ID,DOB,Contact_type,Gender,Pack_ID,Start_Date,Status,Upgradable,Validity_End,Country,State,avg_dur,num_devs,freq_used_dev,Subscription Type,Billing Type,Customer Longevity
paul35,7/28/2002,Email,Male,432800,2/15/2022,ACTIVE,YES,12/10/2022,India,Maharashtra,832.2777777777778,18,FireTV,3,NetBanking,2
sloantracy,6/7/1989,Email,Male,433076,3/20/2021,ACTIVE,NO,12/24/2022,India,Maharashtra,1071.3076923076924,13,FireTV,1,Paytm,1
brenda93,2/4/1992,Email,Male,433091,3/24/2022,ACTIVE,YES,11/13/2022,India,Maharashtra,1560.6153846153845,13,PC/Laptop,1,Paytm,1
courtneymartin,11/7/1993,Email,Female,433107,10/8/2021,ACTIVE,NO,11/21/2022,India,Maharashtra,1259.8181818181818,22,FireTV,1,Paytm,1
connorwright,1/29/2015,Email,Female,432469,7/22/2021,ACTIVE,YES,12/7/2022,India,Uttarakhand,837.875,24,FireTV,12,Paytm,4
longcody,10/27/2015,Email,Female,432495,7/26/2021,ACTIVE,NO,11/18/2022,India,Uttarakhand,1250.5238095238096,21,FireTV,3,NetBanking,2
audreymcintosh,2/24/1991,Email,Male,432637,1/25/2021,ACTIVE,NO,12/20/2022,India,Uttarakhand,1076.32,25,PC/Laptop,12,Paytm,4
kevinphillips,1/11/1992,Email,Female,432854,4/16/2021,ACTIVE,NO,11/15/2022,India,Uttarakhand,1209.421052631579,19,PC/Laptop,1,Paytm,1
kmorgan,9/19/1992,Email,Female,432892,2/28/2021,ACTIVE,YES,12/10/2022,India,Uttarakhand,1345.9444444444443,18,FireTV,3,NetBanking,2
sharplisa,2/1/1992,Email,Female,432914,12/24/2021,INACTIVE,YES,11/9/2022,India,Uttarakhand,1327.0588235294117,17,iPhone,3,NetBanking,2
brownhannah,9/29/2006,Email,Male,432925,7/18/2022,ACTIVE,NO,12/7/2022,India,Uttarakhand,1557.4166666666667,24,PC/Laptop,12,Paytm,4
hgibson,11/29/2021,Email,Female,433026,6/18/2022,INACTIVE,NO,12/21/2022,India,Uttarakhand,940.9444444444445,18,FireTV,12,Paytm,4
rmclean,1/4/2005,Email,Male,432259,9/6/2021,INACTIVE,NO,11/9/2022,India,West Bengal,1030.7272727272727,22,FireTV,3,NetBanking,2
alicia36,4/23/2005,Email,Female,432271,8/7/2021,INACTIVE,YES,11/18/2022,India,West Bengal,1096.851851851852,27,PC/Laptop,12,Paytm,4
julianhenderson,11/6/1994,Email,Female,432430,6/13/2022,ACTIVE,NO,12/24/2022,India,West Bengal,1299.7058823529412,17,FireTV,6,NetBanking,3
charlespayne,8/1/1992,Email,Male,432592,11/30/2021,ACTIVE,YES,12/20/2022,India,West Bengal,881.0769230769231,13,FireTV,1,Paytm,1
qdouglas,9/27/1992,Email,Genderfluid,432622,5/9/2022,ACTIVE,NO,12/7/2022,India,West Bengal,1923.5882352941176,17,PC/Laptop,12,Paytm,4
petersontheresa,4/4/1991,Email,Male,432642,7/23/2022,ACTIVE,YES,12/17/2022,India,West Bengal,1218.4736842105262,19,Android TV,6,NetBanking,3
zhanson,11/30/2021,Email,Male,432689,5/31/2022,INACTIVE,YES,11/11/2022,India,West Bengal,961.6842105263158,19,PC/Laptop,12,Paytm,4
brownchristina,9/27/2002,Email,Female,432752,8/1/2022,ACTIVE,YES,12/24/2022,India,West Bengal,1611.4782608695652,23,Android Phone,3,NetBanking,2
tammy07,1/2/1992,Email,Female,432849,10/31/2021,INACTIVE,NO,12/1/2022,India,West Bengal,1514.5652173913043,23,PC/Laptop,3,NetBanking,2
dgross,5/7/2001,Email,Female,432222,10/1/2022,ACTIVE,NO,11/25/2022,India,Chhattisgarh,1203.05,20,Apple TV,12,Paytm,4
millerscott,12/4/2021,Email,Male,432313,1/15/2022,INACTIVE,YES,11/15/2022,India,Chhattisgarh,1314.2,20,PC/Laptop,6,NetBanking,3
wattsricardo,5/2/2015,Email,Female,432463,2/6/2022,INACTIVE,NO,12/7/2022,India,Chhattisgarh,1004.0384615384615,26,PC/Laptop,1,Paytm,1
mblanchard,3/7/1993,Email,Male,432691,1/21/2021,ACTIVE,NO,11/21/2022,India,Chhattisgarh,1101.388888888889,18,FireTV,12,Paytm,4
jefferywatson,10/31/1992,Email,Female,432701,10/26/2021,ACTIVE,NO,12/25/2022,India,Chhattisgarh,2006.421052631579,19,PC/Laptop,12,Paytm,4
ugriffin,5/5/1992,Email,Male,432860,5/1/2022,INACTIVE,NO,12/25/2022,India,Chhattisgarh,1152.5,12,Android TV,6,NetBanking,3
martinezthomas,9/24/1989,Email,Male,433041,11/10/2022,ACTIVE,YES,11/19/2022,India,Chhattisgarh,1596.611111111111,18,FireTV,3,NetBanking,2
johnwheeler,1/30/1992,Email,Male,433089,2/9/2022,INACTIVE,YES,12/24/2022,India,Chhattisgarh,1567.0,19,FireTV,6,NetBanking,3
kimberlyclarke,6/5/2001,Email,Female,432215,12/16/2021,INACTIVE,YES,11/19/2022,India,Uttar Pradesh,1133.6842105263158,19,PC/Laptop,12,Paytm,4
michaeljones,9/14/1992,Email,Male,432328,5/5/2022,ACTIVE,YES,12/29/2022,India,Uttar Pradesh,1175.4615384615386,13,FireTV,12,Paytm,4
uthomas,4/1/1997,Email,Female,432558,9/10/2021,INACTIVE,NO,12/21/2022,India,Uttar Pradesh,1394.3529411764705,17,FireTV,1,Paytm,1
michaelcox,8/16/1997,Email,Female,432571,10/25/2021,ACTIVE,NO,12/23/2022,India,Uttar Pradesh,980.25,20,FireTV,12,Paytm,4
clarkmatthew,8/16/1992,Email,Female,432600,4/18/2022,ACTIVE,YES,12/6/2022,India,Uttar Pradesh,1063.7727272727273,21,FireTV,12,Paytm,4
davidcantu,1/29/1993,Email,Male,432698,6/28/2022,ACTIVE,NO,12/23/2022,India,Uttar Pradesh,1517.6666666666667,21,FireTV,6,NetBanking,3
tracie77,4/3/2002,Email,Male,432710,8/10/2022,INACTIVE,NO,11/8/2022,India,Uttar Pradesh,1875.6,15,PC/Laptop,3,NetBanking,2
knightstephanie,8/19/2002,Email,Male,432790,11/27/2022,INACTIVE,NO,12/27/2022,India,Uttar Pradesh,860.9,10,PC/Laptop,3,NetBanking,2
rebecca01,3/12/1989,Email,Female,432997,8/23/2022,ACTIVE,YES,11/20/2022,India,Uttar Pradesh,2088.809523809524,21,FireTV,3,NetBanking,2
philipjimenez,8/21/1996,Email,Female,432164,4/30/2022,INACTIVE,NO,12/26/2022,India,Andhra Pradesh,922.1538461538462,13,FireTV,12,Paytm,4
fernandezashley,10/19/2005,Email,Male,432286,9/16/2021,ACTIVE,NO,11/28/2022,India,Andhra Pradesh,770.3076923076923,13,Android Phone,12,Paytm,4
hjones,6/30/1992,Email,Male,432319,3/14/2022,ACTIVE,YES,11/10/2022,India,Andhra Pradesh,1834.6666666666667,18,FireTV,12,Paytm,4
douglas42,2/8/1992,Email,Male,432330,5/27/2022,INACTIVE,YES,11/20/2022,India,Andhra Pradesh,2013.625,16,iPhone,3,NetBanking,2
ddennis,10/26/1992,Email,Female,432337,1/25/2022,ACTIVE,YES,11/12/2022,India,Andhra Pradesh,815.3529411764706,17,FireTV,6,NetBanking,3
ogutierrez,5/5/1992,Email,Female,432371,5/3/2021,ACTIVE,NO,11/22/2022,India,Andhra Pradesh,1317.6666666666667,21,PC/Laptop,1,Paytm,1
montessheila,5/23/1992,Email,Female,432626,10/28/2022,INACTIVE,YES,12/27/2022,India,Andhra Pradesh,1614.8181818181818,22,PC/Laptop,3,NetBanking,2
mindy89,8/27/1993,Email,Male,432700,10/14/2022,INACTIVE,YES,12/6/2022,India,Andhra Pradesh,1166.52,25,PC/Laptop,3,NetBanking,2
harriselizabeth,10/23/2002,Email,Female,432780,1/16/2021,ACTIVE,NO,11/16/2022,India,Andhra Pradesh,931.0714285714286,14,FireTV,12,Paytm,4
williammcknight,3/18/1992,Email,Male,432890,11/2/2021,INACTIVE,NO,12/25/2022,India,Andhra Pradesh,861.695652173913,23,PC/Laptop,1,Paytm,1
wileyjose,7/25/2006,Email,Male,432964,4/6/2022,INACTIVE,YES,12/28/2022,India,Andhra Pradesh,986.7619047619048,21,FireTV,12,Paytm,4
daniellesmith,4/19/1989,Email,Male,433004,2/2/2022,ACTIVE,YES,11/27/2022,India,Andhra Pradesh,1028.7692307692307,13,FireTV,3,NetBanking,2
timothykline,8/30/1989,Email,Male,433039,1/27/2021,ACTIVE,NO,11/21/2022,India,Andhra Pradesh,1717.6190476190477,21,FireTV,12,Paytm,4
martinjessica,9/17/1993,Email,Female,433137,1/2/2021,INACTIVE,YES,11/11/2022,India,Andhra Pradesh,1942.7,10,FireTV,3,NetBanking,2
nhunter,6/17/2005,Email,Male,432294,5/12/2022,ACTIVE,NO,11/13/2022,India,Madhya Pradesh,969.3888888888889,18,FireTV,3,NetBanking,2
amandamorales,1/10/1997,Email,Female,432586,5/8/2021,ACTIVE,YES,12/2/2022,India,Madhya Pradesh,1507.6666666666667,12,PC/Laptop,3,NetBanking,2
richardgraham,6/11/1992,Email,Male,432594,6/27/2022,ACTIVE,NO,11/21/2022,India,Madhya Pradesh,1386.9166666666667,24,FireTV,12,Paytm,4
hannahcarroll,6/29/1991,Email,Female,432644,10/11/2022,ACTIVE,NO,12/11/2022,India,Madhya Pradesh,1553.4736842105262,19,FireTV,3,NetBanking,2
james21,12/27/2021,Email,Female,432707,1/1/2022,ACTIVE,NO,12/7/2022,India,Madhya Pradesh,776.56,25,FireTV,1,Paytm,1
bjohnson,11/28/2021,Email,Male,432781,7/25/2022,ACTIVE,NO,11/11/2022,India,Madhya Pradesh,1177.1764705882354,17,FireTV,3,NetBanking,2
cblanchard,9/5/2000,Email,Male,432196,8/7/2021,INACTIVE,YES,12/23/2022,India,Himachal Pradesh,1507.8947368421052,19,Apple TV,12,Paytm,4
tonyagarcia,1/17/2005,Email,Polygender,432253,12/29/2021,ACTIVE,YES,12/4/2022,India,Himachal Pradesh,1239.7222222222222,18,FireTV,1,Paytm,1
rcampbell,3/6/2005,Email,Female,432267,1/17/2022,INACTIVE,YES,12/8/2022,India,Himachal Pradesh,1595.65,20,Android TV,3,NetBanking,2
xholmes,12/7/2021,Email,Male,432554,3/26/2021,ACTIVE,YES,12/12/2022,India,Himachal Pradesh,1970.7333333333333,15,PC/Laptop,1,Paytm,1
christina94,3/10/1997,Email,Male,432570,10/3/2021,INACTIVE,NO,11/14/2022,India,Himachal Pradesh,872.1666666666666,18,iPad,3,NetBanking,2
michellewilson,3/13/1991,Email,Male,432627,10/14/2021,ACTIVE,YES,12/11/2022,India,Himachal Pradesh,1068.5294117647059,17,PC/Laptop,3,NetBanking,2
veronica11,1/11/2002,Email,Male,432711,10/25/2021,ACTIVE,YES,12/11/2022,India,Himachal Pradesh,829.7272727272727,22,PC/Laptop,3,NetBanking,2
aliciacruz,2/27/1992,Email,Female,432868,9/14/2022,INACTIVE,YES,11/30/2022,India,Himachal Pradesh,1117.5384615384614,13,FireTV,3,NetBanking,2
rachaelchristensen,9/28/2006,Email,Female,432980,3/16/2022,ACTIVE,NO,11/29/2022,India,Himachal Pradesh,1913.75,12,FireTV,6,NetBanking,3
hescobar,9/16/2006,Email,Male,432981,6/12/2021,INACTIVE,YES,12/2/2022,India,Himachal Pradesh,749.3157894736842,19,PC/Laptop,3,NetBanking,2
jamesbird,12/8/2021,Email,Male,432986,10/16/2021,INACTIVE,NO,11/11/2022,India,Himachal Pradesh,1252.5,22,FireTV,3,NetBanking,2
montgomerytristan,1/3/1992,Email,Male,433092,6/7/2022,INACTIVE,NO,12/9/2022,India,Himachal Pradesh,1172.608695652174,23,PC/Laptop,12,Paytm,4
roblesjustin,7/1/1993,Email,Female,433139,12/23/2021,ACTIVE,YES,12/15/2022,India,Himachal Pradesh,1010.0666666666667,15,iPad,3,NetBanking,2
kerrkatherine,4/7/1993,Email,Male,433140,2/5/2021,ACTIVE,YES,12/2/2022,India,Himachal Pradesh,1204.391304347826,23,FireTV,6,NetBanking,3
mcdowellanna,3/15/1996,Email,Male,432166,8/28/2021,ACTIVE,YES,12/7/2022,India,Arunachal Pradesh,1136.3103448275863,29,Android Phone,1,Paytm,1
raymondbryant,10/30/2000,Email,Female,432201,10/31/2021,INACTIVE,YES,12/4/2022,India,Arunachal Pradesh,1005.9545454545455,22,FireTV,12,Paytm,4
jordansolis,10/3/2001,Email,Male,432217,6/28/2021,ACTIVE,NO,12/10/2022,India,Arunachal Pradesh,1390.3157894736842,19,iPhone,1,Paytm,1
michael66,12/28/2021,Email,Male,432282,4/16/2022,INACTIVE,NO,11/9/2022,India,Arunachal Pradesh,1301.235294117647,17,FireTV,3,NetBanking,2
lukesmith,11/14/2021,Email,Male,432353,3/18/2021,INACTIVE,NO,12/31/2022,India,Arunachal Pradesh,1777.421052631579,19,Android TV,12,Paytm,4
morgankenneth,4/1/1994,Email,Male,432418,12/2/2021,INACTIVE,YES,12/24/2022,India,Arunachal Pradesh,1365.1052631578948,19,PC/Laptop,12,Paytm,4
zclay,5/21/1992,Email,Male,432445,4/25/2022,ACTIVE,NO,11/14/2022,India,Arunachal Pradesh,1373.8333333333333,18,iPad,3,NetBanking,2
pwebb,10/7/2015,Email,Male,432494,1/29/2022,INACTIVE,YES,11/21/2022,India,Arunachal Pradesh,1273.9545454545455,22,FireTV,3,NetBanking,2
williamflores,12/29/2021,Email,Genderqueer,432527,10/30/2021,ACTIVE,NO,12/5/2022,India,Arunachal Pradesh,1277.2307692307693,13,PC/Laptop,6,NetBanking,3
shawngross,2/28/1993,Email,Female,432670,5/4/2022,ACTIVE,YES,12/27/2022,India,Arunachal Pradesh,1036.6875,16,PC/Laptop,1,Paytm,1
robinsonmichael,8/21/2002,Email,Genderfluid,432714,7/25/2021,INACTIVE,YES,11/27/2022,India,Arunachal Pradesh,906.2272727272727,22,PC/Laptop,1,Paytm,1
matthewsdaniel,4/13/1992,Email,Female,432884,5/18/2021,ACTIVE,YES,12/1/2022,India,Arunachal Pradesh,1457.7,20,FireTV,3,NetBanking,2
kevin92,4/5/2006,Email,Female,432953,4/26/2022,INACTIVE,YES,11/10/2022,India,Arunachal Pradesh,1038.0555555555557,18,FireTV,1,Paytm,1
gibsontiffany,5/23/1989,Email,Female,433077,2/23/2021,ACTIVE,NO,11/27/2022,India,Arunachal Pradesh,1638.7222222222222,18,PC/Laptop,12,Paytm,4
randy56,2/4/1993,Email,Male,433113,3/19/2021,ACTIVE,YES,11/21/2022,India,Arunachal Pradesh,1325.9130434782608,23,PC/Laptop,12,Paytm,4
karenjordan,1/23/1993,Email,Female,433124,7/26/2022,INACTIVE,NO,12/10/2022,India,Arunachal Pradesh,1504.5625,16,PC/Laptop,3,NetBanking,2
justinsullivan,7/13/2005,Phone,Female,432297,9/26/2021,ACTIVE,NO,11/23/2022,India,Goa,1630.611111111111,18,PC/Laptop,12,Paytm,4
thomaswilson,10/3/2002,Phone,Male,432715,11/25/2021,INACTIVE,YES,11/28/2022,India,Goa,2026.5714285714287,14,FireTV,12,Paytm,4
brookesmith,11/4/2002,Phone,Male,432738,10/21/2022,INACTIVE,YES,12/12/2022,India,Goa,1226.2222222222222,18,PC/Laptop,12,Paytm,4
josephblackburn,10/8/2006,Phone,Male,432966,3/23/2022,INACTIVE,YES,12/20/2022,India,Goa,1684.357142857143,14,Android TV,12,Paytm,4
blackmary,2/6/2006,Phone,Female,432972,1/7/2022,INACTIVE,YES,11/20/2022,India,Goa,1337.608695652174,23,PC/Laptop,6,NetBanking,3
samanthawilliams,8/29/2001,Phone,Female,432234,1/21/2021,ACTIVE,YES,12/16/2022,India,Assam,1713.9285714285713,14,iPhone,12,Paytm,4
sarahernandez,6/6/2015,Phone,Female,432462,2/26/2022,INACTIVE,NO,11/27/2022,India,Assam,1509.5882352941176,16,Android TV,6,NetBanking,3
juanharris,3/21/2015,Phone,Male,432520,7/21/2022,INACTIVE,YES,12/9/2022,India,Assam,1575.3,20,FireTV,12,Paytm,4
katie56,4/10/1997,Phone,Female,432569,4/27/2021,ACTIVE,YES,12/1/2022,India,Assam,951.3793103448276,29,FireTV,3,NetBanking,2
jflowers,9/30/1992,Phone,Male,432609,3/4/2022,ACTIVE,YES,12/1/2022,India,Assam,1701.764705882353,17,FireTV,6,NetBanking,3
coletheodore,9/9/1998,Phone,Male,432835,1/30/2022,ACTIVE,YES,11/9/2022,India,Assam,1780.8666666666666,15,PC/Laptop,12,Paytm,4
jonesjohn,6/25/2006,Phone,Male,432923,6/7/2021,ACTIVE,YES,11/29/2022,India,Assam,1408.1052631578948,19,Android TV,12,Paytm,4
arthur75,8/25/2006,Phone,Male,432939,1/5/2021,ACTIVE,NO,12/21/2022,India,Assam,1667.7058823529412,17,FireTV,12,Paytm,4
anthony33,10/17/1989,Phone,Female,433034,7/4/2021,INACTIVE,YES,11/9/2022,India,Assam,1423.7058823529412,17,PC/Laptop,1,Paytm,1
xhansen,10/11/1992,Phone,Female,432322,5/17/2022,INACTIVE,YES,12/27/2022,India,Bihar,1553.0588235294117,17,FireTV,3,NetBanking,2
jeremy51,4/6/1992,Phone,Female,432326,1/10/2021,INACTIVE,NO,11/23/2022,India,Bihar,727.8333333333334,12,FireTV,3,NetBanking,2
ramseyjoe,10/8/1992,Phone,Genderfluid,432351,10/20/2022,ACTIVE,YES,11/24/2022,India,Bihar,1142.5217391304348,23,FireTV,12,Paytm,4
travisturner,11/28/2021,Phone,Male,432414,5/10/2022,INACTIVE,NO,12/30/2022,India,Bihar,1286.16,25,Android Phone,12,Paytm,4
gonzalezjonathan,11/30/2021,Phone,Non-binary,432500,4/6/2022,ACTIVE,YES,11/26/2022,India,Bihar,1378.4666666666667,15,FireTV,12,Paytm,4
zachary88,11/29/2021,Phone,Female,432605,8/2/2022,INACTIVE,YES,12/19/2022,India,Bihar,1297.8333333333333,18,FireTV,12,Paytm,4
karen58,4/15/2002,Phone,Male,432727,11/13/2022,ACTIVE,NO,12/28/2022,India,Bihar,1289.9375,16,FireTV,3,NetBanking,2
stephaniebutler,3/27/1989,Phone,Female,433044,12/11/2021,ACTIVE,YES,12/7/2022,India,Bihar,1267.9,20,Android Phone,12,Paytm,4
glassjuan,11/10/2021,Phone,Male,433098,9/21/2021,INACTIVE,YES,12/28/2022,India,Bihar,1837.0526315789473,19,PC/Laptop,12,Paytm,4
tammyskinner,11/16/2021,Phone,Female,433144,3/31/2022,ACTIVE,NO,11/11/2022,India,Bihar,867.3913043478261,23,Android Phone,3,NetBanking,2
arellanodanielle,9/29/1992,Phone,Male,432177,4/6/2022,INACTIVE,NO,11/9/2022,India,Kerala,1523.5,18,PC/Laptop,1,Paytm,1
richardlowe,8/12/1986,Phone,Female,432190,10/6/2021,ACTIVE,YES,11/18/2022,India,Kerala,1386.578947368421,19,Android TV,6,NetBanking,3
michele74,8/22/2015,Phone,Male,432518,3/9/2022,ACTIVE,YES,11/30/2022,India,Kerala,759.68,25,FireTV,12,Paytm,4
oallen,10/27/1992,Phone,Female,432588,5/21/2022,INACTIVE,NO,12/25/2022,India,Kerala,1125.7,20,PC/Laptop,12,Paytm,4
fbauer,11/29/2021,Phone,Female,433018,4/2/2021,INACTIVE,NO,12/9/2022,India,Kerala,1315.5238095238096,21,Android TV,12,Paytm,4
pittmancarl,7/8/1989,Phone,Female,433060,4/26/2022,ACTIVE,YES,11/16/2022,India,Kerala,1743.0666666666666,15,FireTV,3,NetBanking,2
irichards,11/28/2021,Phone,Male,433086,3/22/2021,INACTIVE,NO,12/10/2022,India,Kerala,1793.6666666666667,21,PC/Laptop,12,Paytm,4
andreajones,5/2/1992,Phone,Polygender,433096,2/9/2022,ACTIVE,YES,12/4/2022,India,Kerala,1450.52,24,PC/Laptop,12,Paytm,4
aadams,5/20/1992,Phone,Female,433154,7/21/2021,INACTIVE,NO,11/20/2022,India,Kerala,1168.7272727272727,22,FireTV,12,Paytm,4
dodsoncody,8/12/2005,Phone,Male,432269,5/29/2021,ACTIVE,NO,11/29/2022,India,Odisha,1136.5,18,Android Phone,3,NetBanking,2
garrettdavid,11/4/2005,Phone,Male,432296,3/13/2021,INACTIVE,YES,12/22/2022,India,Odisha,1143.076923076923,13,FireTV,3,NetBanking,2
michaelnguyen,5/27/1992,Phone,Male,432366,12/17/2021,INACTIVE,NO,12/24/2022,India,Odisha,1910.2857142857142,21,FireTV,12,Paytm,4
brittany95,8/31/1994,Phone,Male,432429,2/18/2022,INACTIVE,NO,12/13/2022,India,Odisha,1691.9285714285713,14,PC/Laptop,3,NetBanking,2
john44,2/8/1992,Phone,Female,432435,2/21/2022,INACTIVE,YES,12/11/2022,India,Odisha,1588.7619047619048,21,FireTV,12,Paytm,4
eric60,1/9/1992,Phone,Female,432437,5/14/2021,ACTIVE,NO,12/18/2022,India,Odisha,1546.7333333333333,15,FireTV,3,NetBanking,2
alec91,6/6/1992,Phone,Female,432807,10/5/2021,INACTIVE,YES,12/28/2022,India,Odisha,1495.4761904761904,21,FireTV,12,Paytm,4
melissa04,7/23/1992,Phone,Male,432885,4/25/2022,INACTIVE,NO,11/21/2022,India,Odisha,849.6,10,PC/Laptop,1,Paytm,1
diazrobert,4/23/1992,Phone,Male,432887,7/29/2022,ACTIVE,NO,12/19/2022,India,Odisha,1052.6,19,FireTV,3,NetBanking,2
william87,10/13/2006,Phone,Male,432921,3/20/2022,ACTIVE,NO,12/28/2022,India,Odisha,1250.1666666666667,24,PC/Laptop,6,NetBanking,3
spearsmary,2/22/2006,Phone,Female,432952,7/11/2022,INACTIVE,NO,11/19/2022,India,Odisha,2329.6315789473683,19,PC/Laptop,3,NetBanking,2
brent66,5/15/2006,Phone,Male,432984,7/7/2021,ACTIVE,NO,12/25/2022,India,Odisha,1880.0454545454545,22,PC/Laptop,3,NetBanking,2
jasonwhite,5/7/1992,Phone,Male,432317,1/7/2021,INACTIVE,YES,12/2/2022,India,Punjab,1451.8666666666666,15,PC/Laptop,12,Paytm,4
kellerstefanie,1/22/1999,Phone,Male,432394,4/6/2022,ACTIVE,YES,11/20/2022,India,Punjab,968.7727272727273,22,PC/Laptop,6,NetBanking,3
frank08,1/20/1999,Phone,Male,432401,11/25/2022,ACTIVE,YES,11/8/2022,India,Punjab,1204.095238095238,21,PC/Laptop,12,Paytm,4
williamlopez,6/25/1994,Phone,Male,432423,9/11/2022,INACTIVE,NO,11/12/2022,India,Punjab,796.2222222222222,18,Android Phone,12,Paytm,4
eguerrero,10/31/1991,Phone,Genderfluid,432630,6/14/2022,INACTIVE,NO,12/24/2022,India,Punjab,878.6363636363636,22,Android Phone,12,Paytm,4
woodwardpaul,8/4/1993,Phone,Female,432686,6/8/2021,ACTIVE,NO,11/12/2022,India,Punjab,1751.4117647058824,17,FireTV,1,Paytm,1
ryanhayes,8/4/1998,Phone,Male,432828,7/1/2022,ACTIVE,NO,12/28/2022,India,Punjab,1329.409090909091,22,PC/Laptop,12,Paytm,4
sara59,12/29/2021,Phone,Male,432841,3/28/2022,INACTIVE,NO,11/11/2022,India,Punjab,1390.5833333333333,24,FireTV,6,NetBanking,3
hcannon,1/24/1992,Phone,Male,432910,7/5/2021,ACTIVE,NO,11/17/2022,India,Punjab,1282.7142857142858,21,FireTV,3,NetBanking,2
mpayne,10/10/2006,Phone,Male,432946,7/21/2022,INACTIVE,YES,11/25/2022,India,Punjab,1228.388888888889,18,Android Phone,12,Paytm,4
danielneal,3/31/1993,Phone,Female,433118,2/14/2021,ACTIVE,NO,11/28/2022,India,Punjab,1001.0,16,FireTV,6,NetBanking,3
baldwinkayla,4/18/2005,Phone,Male,432265,8/5/2022,INACTIVE,YES,11/30/2022,India,Sikkim,1039.0,15,FireTV,12,Paytm,4
hnguyen,4/29/1992,Phone,Female,432405,8/6/2022,ACTIVE,NO,12/16/2022,India,Sikkim,1114.0625,16,Android TV,3,NetBanking,2
charles91,8/10/1994,Phone,Male,432417,9/29/2022,INACTIVE,YES,12/11/2022,India,Sikkim,887.75,16,FireTV,12,Paytm,4
joshuabell,12/23/2021,Phone,Male,432454,3/28/2022,INACTIVE,NO,12/13/2022,India,Sikkim,901.1578947368421,19,FireTV,3,NetBanking,2
angelajohnson,1/10/2015,Phone,Female,432478,12/13/2021,INACTIVE,NO,11/27/2022,India,Sikkim,1182.1724137931035,29,PC/Laptop,6,NetBanking,3
deannaduke,11/4/1998,Phone,Female,432825,1/19/2022,INACTIVE,NO,12/22/2022,India,Sikkim,1858.3809523809523,21,Android Phone,1,Paytm,1
salazartammy,1/4/1992,Phone,Male,432866,5/4/2022,INACTIVE,YES,12/20/2022,India,Sikkim,1114.1875,16,PC/Laptop,3,NetBanking,2
bakercaleb,6/22/1989,Phone,Male,433020,10/27/2021,ACTIVE,YES,12/24/2022,India,Sikkim,1470.0,17,Apple TV,6,NetBanking,3
justin48,9/15/1989,Phone,Male,433025,8/8/2021,INACTIVE,YES,11/20/2022,India,Sikkim,1047.235294117647,17,PC/Laptop,12,Paytm,4
brownstacy,7/8/1992,Phone,Polygender,432173,2/10/2021,INACTIVE,NO,11/25/2022,India,Gujarat,1653.9411764705883,17,FireTV,12,Paytm,4
ereyes,9/19/1992,Phone,Female,432412,4/12/2022,ACTIVE,NO,12/1/2022,India,Gujarat,1161.3333333333333,15,Android Phone,6,NetBanking,3
chrisjohnson,1/22/1992,Phone,Female,432448,2/27/2021,ACTIVE,YES,11/9/2022,India,Gujarat,1038.75,16,PC/Laptop,3,NetBanking,2
lynndavid,8/1/1998,Phone,Female,432820,2/13/2022,ACTIVE,NO,11/15/2022,India,Gujarat,1678.888888888889,27,Android TV,12,Paytm,4
christopher75,4/2/1992,Phone,Male,432865,8/17/2021,ACTIVE,YES,12/20/2022,India,Gujarat,833.7272727272727,11,PC/Laptop,12,Paytm,4
grogers,2/28/1992,Phone,Male,432905,3/22/2022,ACTIVE,YES,12/25/2022,India,Gujarat,1081.5,24,FireTV,3,NetBanking,2
yfuller,6/26/1992,Phone,Male,432913,1/7/2021,INACTIVE,YES,11/29/2022,India,Gujarat,1434.4545454545455,11,PC/Laptop,3,NetBanking,2
jamie50,4/25/2006,Phone,Female,432934,3/27/2022,INACTIVE,YES,11/23/2022,India,Gujarat,1809.4615384615386,13,FireTV,12,Paytm,4
paul81,11/17/2021,Phone,Female,432967,5/6/2022,ACTIVE,NO,11/13/2022,India,Gujarat,1487.9,20,FireTV,12,Paytm,4
hahnjose,9/11/1993,Phone,Genderfluid,433143,9/10/2022,ACTIVE,YES,11/21/2022,India,Gujarat,1206.6,20,PC/Laptop,12,Paytm,4
joseph08,3/10/1993,Phone,Bigender,433148,6/2/2021,INACTIVE,YES,12/13/2022,India,Gujarat,1552.1176470588234,17,FireTV,12,Paytm,4
andrew41,12/27/2021,Phone,Female,432363,10/30/2022,ACTIVE,NO,12/7/2022,India,Haryana,1026.6666666666667,21,PC/Laptop,3,NetBanking,2
johnstonjacqueline,12/5/2021,Phone,Genderfluid,432467,12/30/2021,INACTIVE,YES,11/13/2022,India,Haryana,952.8235294117648,17,PC/Laptop,12,Paytm,4
lindseymoses,10/24/2015,Phone,Female,432512,10/24/2021,INACTIVE,NO,12/7/2022,India,Haryana,1977.111111111111,9,PC/Laptop,3,NetBanking,2
gregorykathryn,12/4/2021,Phone,Male,432827,3/20/2021,INACTIVE,YES,11/8/2022,India,Haryana,1543.875,16,FireTV,12,Paytm,4
matthewparsons,9/8/1993,Phone,Male,433132,10/16/2022,ACTIVE,NO,12/6/2022,India,Haryana,817.4666666666667,15,Android TV,12,Paytm,4
petersonalexander,10/28/1996,Phone,Bigender,432161,11/2/2021,ACTIVE,YES,12/9/2022,India,Manipur,1170.4615384615386,13,PC/Laptop,6,NetBanking,3
donna69,7/1/1992,Phone,Male,432349,10/27/2022,INACTIVE,NO,11/19/2022,India,Manipur,861.2941176470588,17,PC/Laptop,1,Paytm,1
